associativity,block_size_kb,cache_size_kb,capacity_misses,compulsory_misses,conflict_misses,hit_rate,hits,load_accesses,miss_rate,misses,notes,replacement_policy,runtime_seconds,store_accesses,total_accesses,workload_name
1,128,2048,255,217,0,0.056,28,330,0.944,472,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 217/0/255', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=3 tag=1', 'A#491 MISS revisit set=5 tag=10', 'A#492 MISS revisit set=9 tag=14', 'A#493 MISS first-touch set=12 tag=9', 'A#494 MISS revisit set=13 tag=9', 'A#495 MISS revisit set=9 tag=13', 'A#496 MISS revisit set=12 tag=11', 'A#497 MISS first-touch set=0 tag=14', 'A#498 MISS revisit set=1 tag=0', 'A#499 MISS revisit set=10 tag=15']",LRU,0.0014940379996914999,170,500,random
2,128,2048,250,217,0,0.066,33,330,0.934,467,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 217/0/250', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=3 tag=2', 'A#491 MISS revisit set=5 tag=20', 'A#492 MISS revisit set=1 tag=29', 'A#493 MISS first-touch set=4 tag=19', 'A#494 MISS revisit set=5 tag=19', 'A#495 MISS revisit set=1 tag=27', 'A#496 MISS revisit set=4 tag=23', 'A#497 MISS first-touch set=0 tag=28', 'A#498 MISS revisit set=1 tag=0', 'A#499 MISS revisit set=2 tag=31']",LRU,0.0018880210000133957,170,500,random
4,128,2048,250,217,0,0.066,33,330,0.934,467,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 217/0/250', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=3 tag=4', 'A#491 MISS revisit set=1 tag=41', 'A#492 MISS revisit set=1 tag=58', 'A#493 MISS first-touch set=0 tag=39', 'A#494 MISS revisit set=1 tag=39', 'A#495 MISS revisit set=1 tag=54', 'A#496 MISS revisit set=0 tag=47', 'A#497 MISS first-touch set=0 tag=56', 'A#498 MISS revisit set=1 tag=0', 'A#499 MISS revisit set=2 tag=62']",LRU,0.005092886000056751,170,500,random
8,128,2048,250,217,0,0.066,33,330,0.934,467,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 217/0/250', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=1 tag=9', 'A#491 MISS revisit set=1 tag=82', 'A#492 MISS revisit set=1 tag=116', 'A#493 MISS first-touch set=0 tag=78', 'A#494 MISS revisit set=1 tag=78', 'A#495 MISS revisit set=1 tag=108', 'A#496 MISS revisit set=0 tag=94', 'A#497 MISS first-touch set=0 tag=112', 'A#498 MISS revisit set=1 tag=0', 'A#499 MISS revisit set=0 tag=125']",LRU,0.004801960999429866,170,500,random
1,256,2048,347,124,0,0.058,29,330,0.942,471,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 124/0/347', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=1 tag=1', 'A#491 MISS revisit set=2 tag=10', 'A#492 MISS revisit set=4 tag=14', 'A#493 MISS revisit set=6 tag=9', 'A#494 HIT set=6 tag=9', 'A#495 MISS revisit set=4 tag=13', 'A#496 MISS revisit set=6 tag=11', 'A#497 MISS revisit set=0 tag=14', 'A#498 MISS revisit set=0 tag=0', 'A#499 MISS revisit set=5 tag=15']",LRU,0.0022620339996137773,170,500,random
2,256,2048,347,124,0,0.058,29,330,0.942,471,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 124/0/347', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=1 tag=2', 'A#491 MISS revisit set=2 tag=20', 'A#492 MISS revisit set=0 tag=29', 'A#493 MISS revisit set=2 tag=19', 'A#494 HIT set=2 tag=19', 'A#495 MISS revisit set=0 tag=27', 'A#496 MISS revisit set=2 tag=23', 'A#497 MISS revisit set=0 tag=28', 'A#498 MISS revisit set=0 tag=0', 'A#499 MISS revisit set=1 tag=31']",LRU,0.0017496939999546157,170,500,random
4,256,2048,348,124,0,0.056,28,330,0.944,472,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 124/0/348', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=1 tag=4', 'A#491 MISS revisit set=0 tag=41', 'A#492 MISS revisit set=0 tag=58', 'A#493 MISS revisit set=0 tag=39', 'A#494 HIT set=0 tag=39', 'A#495 MISS revisit set=0 tag=54', 'A#496 MISS revisit set=0 tag=47', 'A#497 MISS revisit set=0 tag=56', 'A#498 MISS revisit set=0 tag=0', 'A#499 MISS revisit set=1 tag=62']",LRU,0.0016798030001154984,170,500,random
8,256,2048,345,124,0,0.062,31,330,0.938,469,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 124/0/345', 'Load/store split: 330/170', 'Recent cache events:', 'A#490 MISS revisit set=0 tag=9', 'A#491 MISS revisit set=0 tag=82', 'A#492 MISS revisit set=0 tag=116', 'A#493 MISS revisit set=0 tag=78', 'A#494 HIT set=0 tag=78', 'A#495 MISS revisit set=0 tag=108', 'A#496 MISS revisit set=0 tag=94', 'A#497 MISS revisit set=0 tag=112', 'A#498 MISS revisit set=0 tag=0', 'A#499 MISS revisit set=0 tag=125']",LRU,0.0018164079992857296,170,500,random
1,16,2048,0,3,12286,0.039921875,511,8448,0.960078125,12289,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 3/12286/0', 'Load/store split: 8448/4352', 'Recent cache events:', 'A#12790 HIT set=0 tag=256', 'A#12791 HIT set=0 tag=256', 'A#12792 HIT set=0 tag=256', 'A#12793 HIT set=0 tag=256', 'A#12794 HIT set=0 tag=256', 'A#12795 HIT set=0 tag=256', 'A#12796 HIT set=0 tag=256', 'A#12797 HIT set=0 tag=256', 'A#12798 HIT set=0 tag=256', 'A#12799 HIT set=0 tag=256']",LRU,0.05224822799937101,4352,12800,matrix
2,16,2048,0,3,12286,0.039921875,511,8448,0.960078125,12289,"['Validated rates: hit+miss=1.000000', 'Miss breakdown (C/C/Cp): 3/12286/0', 'Load/store split: 8448/4352', 'Recent cache events:', 'A#12790 HIT set=0 tag=512', 'A#12791 HIT set=0 tag=512', 'A#12792 HIT set=0 tag=512', 'A#12793 HIT set=0 tag=512', 'A#12794 HIT set=0 tag=512', 'A#12795 HIT set=0 tag=512', 'A#12796 HIT set=0 tag=512', 'A#12797 HIT set=0 tag=512', 'A#12798 HIT set=0 tag=512', 'A#12799 HIT set=0 tag=512']",LRU,0.046935799000493716,4352,12800,matrix
